,borough,block,lot,cd,bct2020,bctcb2020,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healthcenterdistrict,healtharea,sanitboro,sanitdistrict,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,firm07_flag,pfirm15_flag,version,dcpedited,latitude,longitude,notes
797083,MN,438,30,103.0,1003400.0,10034003001.0,34.0,3001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,167 AVENUE A,R7A,,,,C2-5,,,,,,N,C7,4.0,0.0,,VILLAGE JV 165 AVENUE A LLC,2225.0,9030.0,1806.0,7224.0,0.0,1806.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,9.0,23.67,94.0,24.0,76.0,N,3.0,N,5.0,2.0,300600.0,2199600.0,0.0,1910.0,1986.0,2008.0,,,4.06,4.0,0.0,4.0,1,1004380030.0,,34.0,989167.0,204612.0,12c,,102 028,10205.0,,,,1,,,22v3,,40.728288,-73.9822595,
797265,MN,297,36,103.0,1001600.0,10016005000.0,16.0,5000.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,35 CANAL STREET,C6-2,,,,,,,,,,N,S4,4.0,0.0,,BAITECH TRUST,1268.0,4590.0,880.0,3710.0,0.0,880.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,5.0,22.17,57.25,22.0,40.0,N,3.0,N,5.0,5.0,362250.0,1125450.0,0.0,1920.0,1989.0,0.0,,,3.62,6.02,6.0,6.5,1,1002970036.0,,16.0,986784.0,199688.0,12d,,101N051,10107.0,,,,1,,,22v3,,40.7147738,-73.9908592,
797320,MN,412,10,103.0,1003001.0,10030011001.0,30.01,1001.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,190 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,FLEMINGTON REGENCY,2189.0,7964.0,1500.0,6464.0,0.0,1500.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,17.0,19.0,25.08,87.5,25.0,61.0,N,3.0,N,5.0,2.0,155250.0,1687050.0,0.0,1900.0,0.0,0.0,,,3.64,4.0,4.0,4.0,1,1004120010.0,,3001.0,987589.0,202346.0,12c,,102 003,10204.0,,,,1,,,22v3,,40.7220691,-73.9879541,
797355,MN,163,23,103.0,1002902.0,10029022002.0,29.0,3002.0,2.0,1.0,10013.0,E009,5.0,15.0,7700.0,1.0,3.0,1A,63 BAYARD STREET,C6-1,,,,,,,,,,N,C7,4.0,0.0,,LAI NING CORP,2579.0,14200.0,1200.0,13000.0,0.0,1200.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,26.0,30.0,26.5,97.0,27.0,86.0,N,3.0,Y,5.0,2.0,175500.0,1224450.0,0.0,1915.0,0.0,0.0,,,5.51,3.44,6.0,6.5,1,1001630023.0,,29.0,984773.0,199872.0,12d,,101S032,10105.0,,,,1,,,22v3,,40.7152792,-73.9981134,
797453,MN,406,44,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,541 EAST 12 STREET,R8B,,,,,,,,,,N,C4,2.0,0.0,,541 E 12TH ST CORP,1849.0,6005.0,800.0,5205.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.0,8.0,17.92,103.25,18.0,66.0,N,3.0,N,5.0,0.0,292950.0,1578600.0,0.0,1900.0,0.0,0.0,,,3.25,4.0,0.0,4.0,1,1004060044.0,,34.0,989960.0,204698.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7285235,-73.9793983,
797455,MN,467,46,103.0,1004002.0,10040023000.0,40.0,2000.0,1.0,2.0,10003.0,L003,9.0,14.0,6200.0,1.0,3.0,4B,231 EAST 11 STREET,R8B,,,,,,,,,,N,C2,2.0,0.0,,ISAACS MAX,2550.0,7996.0,0.0,7996.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,5.0,25.5,100.0,26.0,76.0,N,3.0,N,5.0,5.0,1134000.0,2283750.0,0.0,1910.0,1986.0,0.0,,,3.14,4.0,0.0,4.0,1,1004670046.0,,40.0,987809.0,205582.0,12c,,102 026,10205.0,,,,1,,,22v3,,40.730951,-73.9871587,
797650,MN,286,27,103.0,1000201.0,10002011000.0,2.01,1000.0,1.0,1.0,10002.0,E015,7.0,14.0,8000.0,1.0,3.0,1B,247 EAST BROADWAY,R7-2,,,,,,,,,,N,S4,4.0,0.0,,247 EAST BROADWAY REALTY LLC,2012.0,5500.0,2000.0,3500.0,0.0,2000.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,5.0,23.0,87.5,23.0,86.0,E,3.0,N,5.0,5.0,434250.0,1358100.0,0.0,1910.0,0.0,0.0,,,2.73,3.44,0.0,6.5,1,1002860027.0,,201.0,988151.0,199473.0,12d,,101N058,10107.0,,,,1,,,22v3,,40.7141831,-73.9859282,
797681,MN,293,11,103.0,1001600.0,10016003003.0,16.0,3003.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,80 CANAL STREET,C6-1G,,,,,,,,,,N,O9,5.0,0.0,,HCKD CANAL REALTY CORP,1572.0,7925.0,7925.0,0.0,4779.0,3146.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,6.0,62.67,25.33,63.0,25.0,N,3.0,Y,3.0,2.0,122400.0,766350.0,0.0,1900.0,0.0,0.0,,,5.04,3.44,6.0,4.8,1,1002930011.0,,16.0,986113.0,199834.0,12d,,101S030,10107.0,,,,1,,,22v3,,40.7151747,-73.9932797,
797731,MN,411,2,103.0,1003001.0,10030012001.0,30.01,2001.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,148 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,"148 APPLE ORCHARD REALTY CORP.,",2199.0,6935.0,1350.0,5585.0,0.0,1350.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,19.0,21.0,25.0,88.0,25.0,52.0,N,3.0,N,5.0,1.0,135000.0,1271700.0,0.0,1920.0,1987.0,0.0,,,3.15,4.0,4.0,4.0,1,1004110002.0,,3001.0,987381.0,201807.0,12c,,102 003,10204.0,,,,1,,,22v3,,40.7205897,-73.9887047,
797805,MN,437,29,103.0,1003400.0,10034003002.0,34.0,3002.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,149 AVENUE A,R7A,R8B,,,C1-5,,,,,,Y,C7,4.0,0.0,,149 MANAGEMENT CORP,2975.0,10326.0,2065.0,8261.0,0.0,2065.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,14.0,16.0,26.33,113.0,26.0,51.0,N,3.0,N,5.0,2.0,188550.0,987750.0,0.0,1900.0,0.0,0.0,,,3.47,4.0,0.0,4.0,1,1004370029.0,,34.0,989020.0,204365.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7276101,-73.9827901,
797807,MN,350,20,103.0,1003001.0,10030013000.0,30.01,3000.0,1.0,2.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,293 EAST HOUSTON STREET,R8A,,,,C1-5,,,,,,N,C4,2.0,0.0,,1-7 CLINTON LLC,2499.0,11620.0,1800.0,9820.0,0.0,1800.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,16.0,19.0,25.0,100.0,25.0,100.0,E,1.0,N,3.0,2.0,225000.0,1536300.0,0.0,1920.0,1986.0,0.0,,,4.65,6.02,0.0,6.5,1,1003500020.0,,3001.0,988656.0,202039.0,12c,,102 005,10201.0,,,,1,,,22v3,,40.721226,-73.9841049,
797834,MN,350,65,103.0,1002201.0,10022011002.0,22.01,1002.0,1.0,2.0,10002.0,L018,7.0,14.0,7600.0,1.0,3.0,2A,165 ATTORNEY STREET,R7A,,,,,,,,,,N,C1,2.0,0.0,,"S.J. 171, LLC",2499.0,6750.0,0.0,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,18.0,25.0,100.0,25.0,54.0,N,2.0,N,5.0,0.0,180000.0,865350.0,0.0,1910.0,0.0,0.0,,,2.7,4.0,0.0,4.0,1,1003500065.0,,2201.0,988828.0,201902.0,12c,,102 005,10201.0,,,,1,,,22v3,,40.7208498,-73.9834845,
797836,MN,376,18,103.0,1002602.0,10026021002.0,26.02,1002.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,4A,250 EAST 7 STREET,R8B,,,,,,,,,,N,C6,2.0,0.0,,SEVENTH ST CORP,2493.0,11802.0,0.0,11802.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,12.0,12.0,27.42,90.83,27.0,78.0,N,3.0,N,5.0,2.0,225000.0,1146150.0,38871.0,1928.0,0.0,0.0,,,4.73,4.0,0.0,4.0,1,1003760018.0,,2602.0,990356.0,202856.0,12c,,102 023,10202.0,,,,1,,1.0,22v3,,40.7234674,-73.9779712,
797861,MN,271,60,103.0,1000600.0,10006004001.0,6.0,4001.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,148 HENRY STREET,R7-2,,,,,,,,,,N,C1,2.0,0.0,,"CHAIKIN, EVE",1599.0,4756.0,0.0,4756.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,8.0,8.0,20.5,78.0,21.0,54.0,N,3.0,N,5.0,1.0,143100.0,1192500.0,0.0,1900.0,1986.0,0.0,,,2.97,3.44,0.0,6.5,1,1002710060.0,,6.0,987054.0,199119.0,12d,,101N056,10107.0,,,,1,,,22v3,,40.7132119,-73.9898855,
798010,MN,434,7501,103.0,1003200.0,10032002000.0,32.0,2000.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,3A,103 AVENUE A,R7A,,,,C2-5,,,,,,N,RM,4.0,0.0,,MR GROSSMAN,4532.0,16425.0,3850.0,12575.0,0.0,3850.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,20.0,22.0,45.33,100.0,45.0,0.0,,0.0,N,5.0,5.0,337500.0,2269805.0,0.0,1920.0,0.0,0.0,,,3.62,4.0,0.0,4.0,1,1004347501.0,642.0,32.0,988688.0,203754.0,12c,,102 020,10205.0,,1004340031.0,03/18/1991,1,,,22v3,,40.7259332,-73.9839883,
798099,MN,410,22,103.0,1001800.0,10018003002.0,18.0,3002.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,117 LUDLOW STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,117 LUDLOW REALTY CORP,2207.0,9119.0,1900.0,7219.0,0.0,1900.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,11.0,25.08,88.0,25.0,74.0,N,3.0,N,5.0,2.0,157500.0,1109700.0,0.0,1900.0,0.0,0.0,,,4.13,4.0,4.0,4.0,1,1004100022.0,,18.0,987337.0,201446.0,12c,,101N079,10204.0,,,,1,,,22v3,,40.7195989,-73.9888636,
798101,MN,399,47,103.0,1003200.0,10032005000.0,32.0,5000.0,1.0,2.0,10009.0,E028,9.0,14.0,6600.0,1.0,3.0,3A,181 EAST 3 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,CHARLIES EAST VILLAGE TIC LLC,7459.0,19600.0,1200.0,18400.0,0.0,1200.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,32.0,35.0,49.5,96.17,50.0,82.0,N,3.0,N,5.0,2.0,270000.0,1572300.0,0.0,1900.0,1987.0,0.0,,,2.63,4.0,0.0,4.0,1,1003990047.0,,32.0,988722.0,202792.0,12c,,102 012,10203.0,,,,1,,,22v3,,40.7232927,-73.9838663,
798155,MN,374,5,103.0,1002601.0,10026011001.0,26.01,1001.0,1.0,2.0,10009.0,E028,9.0,14.0,6700.0,1.0,3.0,3A,62 AVENUE C,R7A,,,,C2-5,,,,,,N,S3,4.0,0.0,,"IVI,    .",1991.0,5522.0,1000.0,4522.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,4.0,24.0,83.0,24.0,80.0,E,3.0,N,5.0,5.0,150300.0,986850.0,0.0,1900.0,1986.0,0.0,,,2.77,4.0,0.0,4.0,1,1003740005.0,,2601.0,989883.0,202505.0,12c,,102 014,10202.0,,,,1,,,22v3,,40.7225043,-73.979678,
798166,MN,395,7,103.0,1002800.0,10028002000.0,28.0,2000.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,207 AVENUE B,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,CRISARI REALTY INC,2232.0,6432.0,800.0,5632.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,20.0,21.0,24.0,93.0,24.0,40.0,N,2.0,N,5.0,2.0,90000.0,632700.0,0.0,1900.0,1988.0,0.0,,,2.88,4.0,0.0,4.0,1,1003950007.0,,28.0,990230.0,204680.0,12c,,102 030,10203.0,,,,1,,,22v3,,40.7284739,-73.9784242,
798167,MN,469,37,103.0,1004002.0,10040022000.0,40.0,1000.0,1.0,2.0,10003.0,L003,9.0,14.0,6200.0,1.0,3.0,4B,213 2 AVENUE,C1-6A,,,,,,TA,,,,N,C7,4.0,0.0,,LAI'S MULTINAT'L RLTY CP,2008.0,8339.0,1855.0,6484.0,0.0,1855.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,10.0,26.0,77.25,26.0,77.0,N,3.0,N,3.0,2.0,508500.0,2031300.0,0.0,1900.0,1986.0,0.0,,,4.15,4.0,2.0,4.0,1,1004690037.0,,40.0,988226.0,205920.0,12c,,102 026,10205.0,,,,1,,,22v3,,40.7318786,-73.9856539,
798171,MN,558,48,103.0,1004200.0,10042002000.0,42.0,1001.0,1.0,2.0,10003.0,L003,9.0,14.0,6200.0,1.0,3.0,4B,111 EAST 12 STREET,C6-2A,,,,,,,,,,N,C7,4.0,0.0,,111-113 E 12TH PROPERTY LLC,2634.0,8322.0,1665.0,6657.0,0.0,1665.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,11.0,25.0,106.5,25.0,98.0,E,3.0,Y,5.0,2.0,154350.0,1624050.0,0.0,1900.0,0.0,0.0,,,3.16,6.02,6.0,6.5,1,1005580048.0,,42.0,987234.0,206210.0,12c,,102 025,10207.0,,,,1,,,22v3,,40.7326749,-73.9892331,
798173,MN,307,22,103.0,1001600.0,10016002000.0,16.0,2000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,2B,305 GRAND STREET,C6-1G,,,,,,,,,,N,O5,5.0,0.0,,EZRA COHEN MANAGEMENT LLC,3304.0,9915.0,9915.0,0.0,6610.0,3305.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,44.0,75.08,44.0,75.0,N,3.0,N,3.0,2.0,283050.0,3197700.0,0.0,1910.0,1968.0,2006.0,,,3.0,3.44,6.0,4.8,1,1003070022.0,,16.0,986548.0,200605.0,12c,,101N050,10107.0,,,,1,,,22v3,,40.7172908,-73.9917102,
798181,MN,283,65,103.0,1000600.0,10006001000.0,6.0,1000.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,148 EAST BROADWAY,C6-2,,,,,,,,,,N,D6,4.0,0.0,,148 E BROADWAY ASSOCIATES LLC,1549.0,9373.0,1250.0,8123.0,0.0,1250.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,8.0,9.0,25.0,62.0,25.0,50.0,N,3.0,N,5.0,0.0,535500.0,1412550.0,0.0,2004.0,0.0,0.0,,,6.05,6.02,6.0,6.5,1,1002830065.0,,6.0,986734.0,199466.0,12d,,101N051,10107.0,,,,1,,,22v3,,40.7141644,-73.9910397,
798196,MN,402,29,103.0,1003200.0,10032007002.0,32.0,7002.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,172 EAST 7 STREET,R7B,,,,,,,,,,N,D1,3.0,0.0,,"172 GROUP,",5046.0,20886.0,0.0,20886.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,25.0,25.0,55.5,90.83,56.0,76.0,N,2.0,N,5.0,2.0,431550.0,2324700.0,0.0,1929.0,1987.0,0.0,,,4.14,3.0,0.0,3.0,1,1004020029.0,,32.0,989290.0,203449.0,12c,,102 021,10203.0,,,,1,,,22v3,,40.7250957,-73.9818166,
798198,MN,449,38,103.0,1003800.0,10038007001.0,38.0,7001.0,1.0,2.0,10003.0,L011,9.0,14.0,6500.0,1.0,3.0,4B,115 1 AVENUE,R7A,,,,C1-5,,,,,,N,S3,4.0,0.0,,"ATKINS EISEMAN, LLC",874.0,3500.0,700.0,2800.0,0.0,700.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,17.5,50.0,18.0,50.0,N,2.0,N,3.0,5.0,497250.0,1119150.0,0.0,1900.0,1987.0,0.0,,,4.0,4.0,0.0,4.0,1,1004490038.0,,38.0,988152.0,204204.0,12c,,102 019,10205.0,,,,1,,,22v3,,40.7271686,-73.9859219,
798200,MN,276,21,103.0,1000800.0,10008003000.0,8.0,3000.0,2.0,1.0,10002.0,E009,5.0,14.0,7800.0,1.0,3.0,1A,55 MARKET STREET,R7-2,,,,,,,,,,N,C7,4.0,0.0,,"OVERSEAS PARTNERSHIPCO., INC.",1538.0,8688.0,1300.0,7388.0,0.0,1300.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,12.0,18.0,85.42,18.0,78.0,N,3.0,N,3.0,2.0,105750.0,578250.0,0.0,1920.0,1983.0,0.0,,,5.65,3.44,0.0,6.5,1,1002760021.0,,8.0,985768.0,198558.0,12d,,101S028,10107.0,,,,1,,,22v3,,40.7116724,-73.9945244,
798231,MN,398,22,103.0,1003002.0,10030021000.0,30.02,1000.0,1.0,2.0,10009.0,E028,9.0,14.0,6600.0,1.0,3.0,3A,184 EAST 3 STREET,R8B,,,,,,,,,,N,D9,3.0,0.0,,REGNIS CORP,5084.0,21600.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,47.0,47.0,48.0,105.92,48.0,74.0,N,2.0,N,5.0,1.0,495000.0,2154600.0,0.0,1920.0,1987.0,0.0,,,4.25,4.0,0.0,4.0,1,1003980022.0,,3002.0,988710.0,202617.0,12c,,102 012,10203.0,,,,1,,,22v3,,40.7228124,-73.9839097,
798323,MN,384,24,103.0,1002202.0,10022021002.0,22.02,1002.0,1.0,2.0,10009.0,L018,9.0,14.0,7600.0,1.0,3.0,3A,239 EAST 2 STREET,R8A,,,,,,,,,,N,C1,2.0,0.0,,JOSEPH CARDONA MEMOETC,1849.0,7300.0,0.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.0,7.0,25.33,72.08,25.0,60.0,N,3.0,Y,5.0,0.0,86400.0,1927800.0,133966.0,1900.0,1989.0,0.0,,,3.95,6.02,0.0,6.5,1,1003840024.0,,2202.0,989206.0,202048.0,12c,,102 005,10203.0,,,,1,,,22v3,,40.7212504,-73.9821207,
798332,MN,283,13,103.0,1000600.0,10006001001.0,6.0,1001.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,133 HENRY STREET,R7-2,,,,C1-5,,,,,,N,C4,2.0,0.0,,"KUO, LI YING",2516.0,10400.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,20.0,20.0,25.33,100.0,25.0,79.0,N,3.0,Y,5.0,2.0,112500.0,370800.0,0.0,1900.0,1984.0,0.0,,,4.13,3.44,0.0,6.5,1,1002830013.0,,6.0,986733.0,199233.0,12d,,101N054,10107.0,,,,1,,,22v3,,40.7135249,-73.9910434,
798334,MN,404,17,103.0,1003400.0,10034002001.0,34.0,2001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,526 EAST 11 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,"526 REALTY I, LLC",2613.0,9140.0,500.0,8640.0,0.0,500.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,20.0,25.0,104.5,25.0,86.0,N,3.0,N,5.0,2.0,225000.0,1356300.0,0.0,1900.0,0.0,0.0,,,3.5,4.0,0.0,4.0,1,1004040017.0,,34.0,989605.0,204404.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7277168,-73.9806794,
798392,MN,391,35,103.0,1002602.0,10026023000.0,26.02,2000.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,4A,133 AVENUE C,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,"AVENUE C PARTNER, LLC",1499.0,5490.0,800.0,4690.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,9.0,20.0,75.0,20.0,58.0,N,2.0,N,5.0,2.0,269550.0,1525950.0,0.0,1900.0,1988.0,0.0,,,3.66,4.0,0.0,4.0,1,1003910035.0,,2602.0,990218.0,203425.0,12c,,102 022,10203.0,,,,1,1.0,1.0,22v3,,40.7250293,-73.9784686,
798502,MN,464,45,103.0,1003800.0,10038001000.0,38.0,1000.0,1.0,2.0,10003.0,E033,9.0,14.0,6500.0,1.0,3.0,4B,29 ST MARKS PLACE,R8B,,,,,,,,,,N,C4,2.0,0.0,,ST. CLARKS PROPERTIES,2933.0,5704.0,1426.0,4278.0,0.0,1426.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,8.0,9.0,26.0,112.83,26.0,54.0,N,3.0,N,5.0,1.0,589500.0,1821150.0,0.0,1900.0,0.0,0.0,,,1.94,4.0,0.0,4.0,1,1004640045.0,,38.0,987501.0,204912.0,12c,,102 018,10205.0,,,,1,,,22v3,,40.7291122,-73.9882703,
798517,MN,303,19,103.0,1001600.0,10016001002.0,16.0,1002.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,126 HESTER STREET,C6-1G,,,,,,,,,,N,O2,5.0,0.0,,FORTUNE ASSETS LLC,1249.0,9157.0,9157.0,0.0,9157.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,8.0,24.83,50.25,20.0,50.0,,0.0,Y,5.0,5.0,200250.0,206550.0,0.0,2012.0,0.0,0.0,,,7.33,3.44,6.0,4.8,1,1003030019.0,,16.0,985676.0,200482.0,12c,,101N049,10107.0,,,,1,,,22v3,,40.7169534,-73.9948559,
798552,MN,299,25,103.0,1001600.0,10016005002.0,16.0,5002.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,29 ORCHARD STREET,C6-2,,,,,,,,,,N,C7,4.0,0.0,,29 ORCHARD REALTY LLC,2141.0,7945.0,2000.0,5945.0,0.0,2000.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,14.0,16.0,24.25,88.72,24.0,89.0,N,3.0,Y,5.0,2.0,134550.0,1580400.0,0.0,1880.0,0.0,0.0,,,3.71,6.02,6.0,6.5,1,1002990025.0,,16.0,986525.0,199991.0,12d,Y,101N051,10107.0,,,,1,,,22v3,,40.7156055,-73.9917934,
798584,MN,410,11,103.0,1001800.0,10018003002.0,18.0,3002.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,85 RIVINGTON STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,ORCHARD STREET HOLDINGS LLC,2499.0,13049.0,2000.0,11049.0,0.0,2000.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,15.0,17.0,25.0,100.0,24.0,100.0,E,2.0,N,3.0,2.0,180000.0,2429100.0,0.0,1920.0,1988.0,0.0,,,5.22,4.0,4.0,4.0,1,1004100011.0,,18.0,987274.0,201622.0,12c,,101N079,10204.0,,,,1,,,22v3,,40.720082,-73.9890908,
798664,MN,414,18,103.0,1001800.0,10018007003.0,18.0,7000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,2B,61 DELANCEY STREET,C6-2A,,,,,,,,,,N,C7,4.0,0.0,,BCD DELANCEY LLC,2182.0,11543.0,1924.0,9619.0,0.0,1924.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,15.0,19.0,88.0,89.08,87.0,25.0,N,2.0,Y,3.0,2.0,270000.0,1628100.0,0.0,1900.0,0.0,0.0,,,5.29,6.02,6.0,6.5,1,1004140018.0,,18.0,986782.0,201265.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7191023,-73.9908658,
798719,MN,458,38,103.0,1003602.0,10036022000.0,36.02,2000.0,1.0,2.0,10003.0,E028,9.0,14.0,6500.0,1.0,3.0,3B,20 EAST 2 STREET,R8B,,,,,,,,,,N,K1,5.0,0.0,,"MORGAN BUILDERS, INC",2518.0,2362.0,2362.0,0.0,0.0,2362.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,36.33,69.33,34.0,65.0,E,1.0,N,5.0,0.0,60750.0,301500.0,0.0,1900.0,2007.0,0.0,,,0.94,4.0,0.0,4.0,1,1004580038.0,,3602.0,986772.0,203545.0,12c,,102 009,10205.0,,,,1,,,22v3,,40.7253603,-73.9909011,
800667,MN,162,6,103.0,1002902.0,10029022003.0,29.0,3003.0,2.0,1.0,10013.0,E009,5.0,15.0,7700.0,1.0,3.0,1A,10 MOTT STREET,C6-1,,,,,,,,,,N,K4,4.0,0.0,,JOLANIA PROP INC,726.0,2911.0,2097.0,814.0,814.0,1283.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,21.75,36.58,22.0,37.0,N,3.0,Y,5.0,2.0,75150.0,256500.0,0.0,1910.0,1980.0,0.0,,,4.01,3.44,6.0,6.5,1,1001620006.0,,29.0,984643.0,199427.0,12d,,101S032,10105.0,,,,1,,,22v3,,40.7140577,-73.9985824,
800783,MN,336,1,103.0,1001200.0,10012001009.0,12.0,1008.0,1.0,1.0,10002.0,L018,7.0,14.0,7600.0,1.0,3.0,2B, DELANCEY STREET,R8,,,,,,,,,,N,G7,10.0,0.0,,U J C BIALYSTOKER HOUSES,18757.0,0.0,,,,,,,,,7.0,1.0,,0.0,0.0,74.71,188.56,0.0,0.0,N,0.0,Y,3.0,0.0,4784400.0,4784400.0,0.0,1982.0,0.0,0.0,,,0.0,6.02,0.0,6.5,1,1003360001.0,,12.0,988912.0,200203.0,12c,,101N081,10201.0,,1003360001.0,08/27/2012,1,,,22v3,,40.7161865,-73.9831826,
801031,MN,416,63,103.0,1003001.0,10030012002.0,30.01,2002.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,155 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,"ORCHARD REALTY,",2193.0,9357.0,1700.0,7657.0,0.0,1700.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,18.0,22.0,25.08,87.5,25.0,87.0,E,3.0,N,4.0,2.0,270000.0,1337400.0,0.0,1900.0,1986.0,0.0,,,4.27,4.0,4.0,4.0,1,1004160063.0,,3001.0,987275.0,201913.0,12c,,102 003,10204.0,,,,1,,,22v3,,40.7208807,-73.9890871,
